Sub-Daily Data Between Two Dates,,,,,,,,,,,,,,,,,
JEWETT FLD AP (MI),,,,,,,,,,,,,,,,,
54822,,,,,,,,,,,,,,,,,
Lat/Lon/Elev: 42.5658/-84.4331/922 ft,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F)
6/6/2021,18:15,85,48,62,7,140,m,7000,7500,9000,10,980.5,M,1013.9,m,NC,86
6/6/2021,18:35,85,48,63,5,190,m,9000,m,m,10,980.5,M,1013.9,m,NC,86
6/6/2021,18:55,84,48,63,3,230,m,9000,m,m,10,980.5,M,1013.9,m,NC,85
6/6/2021,19:15,84,51,63,0,0,0,9000,m,m,10,980.5,M,1013.9,m,NC,85
6/6/2021,19:35,83,51,63,0,0,m,9000,m,m,10,980.5,M,1013.9,m,NC,84
6/6/2021,19:55,82,54,62,3,150,m,9000,m,m,10,980.5,M,1013.9,m,NC,83
6/6/2021,20:15,81,54,62,0,0,0,M,m,m,10,980.9,M,1014.2,m,NC,82
6/6/2021,20:35,80,58,62,0,0,0,M,m,m,10,980.9,M,1014.2,m,NC,NC
6/6/2021,20:55,79,58,63,0,0,0,M,m,m,10,980.9,M,1014.2,m,NC,NC
6/6/2021,21:15,78,61,63,0,0,0,M,m,m,10,981.2,M,1014.6,m,NC,NC
6/6/2021,21:35,78,61,63,0,0,0,M,m,m,10,981.2,M,1014.6,m,NC,NC
6/6/2021,21:55,77,61,63,0,0,0,M,m,m,10,981.2,M,1014.6,m,NC,NC
6/6/2021,22:15,77,61,62,0,0,0,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/6/2021,22:35,77,65,62,0,0,0,M,m,m,10,981.2,M,1014.6,m,NC,NC
6/6/2021,22:55,76,65,63,0,0,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/6/2021,23:15,75,65,63,6,170,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/6/2021,23:35,74,69,63,7,180,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/6/2021,23:55,74,69,63,10,180,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,0:15,74,69,63,6,180,0,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,0:35,73,71,63,6,180,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,0:55,73,73,64,6,190,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,1:15,73,73,64,8,200,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,1:35,73,73,64,7,180,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,1:55,72,73,64,7,190,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,2:15,72,78,64,0,0,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,2:35,72,78,64,5,160,m,M,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,2:55,72,78,64,6,190,m,M,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,3:15,71,78,64,9,190,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,3:35,71,83,64,6,200,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,3:55,70,83,64,0,0,0,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,4:15,70,83,64,0,0,0,M,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,4:35,69,83,64,0,0,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,4:55,69,83,64,6,160,m,M,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,5:15,69,83,65,5,150,m,8500,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,5:35,70,83,65,0,0,0,8500,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,5:55,71,83,65,0,0,0,8500,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,6:15,71,83,65,0,0,m,M,m,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,6:35,71,84,66,3,220,m,M,m,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,6:55,71,83,66,3,200,m,M,m,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,7:15,72,83,66,5,220,m,M,m,m,10,982.5,M,1015.9,m,NC,NC
6/7/2021,7:35,72,83,66,5,210,m,1400,m,m,10,982.5,M,1015.9,m,NC,NC
6/7/2021,7:55,72,78,67,6,220,m,1400,m,m,10,982.8,M,1016.3,m,NC,NC
6/7/2021,8:15,73,83,67,9,220,m,1400,m,m,10,982.8,M,1016.3,m,NC,NC
6/7/2021,8:35,73,83,67,7,220,m,1400,m,m,10,982.8,M,1016.3,m,NC,NC
6/7/2021,8:55,73,83,67,8,220,0,1400,m,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,9:15,73,83,67,8,220,0,1600,m,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,9:35,73,83,68,8,230,m,1600,m,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,9:55,72,89,68,6,210,0,1800,m,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,10:15,73,87,69,6,220,m,1300,2000,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,10:35,74,84,69,5,230,m,1300,2000,m,10,983.5,M,1016.9,m,NC,NC
6/7/2021,10:55,76,74,69,6,240,m,1500,2300,m,10,983.2,M,1016.6,m,NC,NC
6/7/2021,11:15,77,74,67,7,240,m,1900,2700,m,10,983.2,M,1016.6,m,NC,NC
6/7/2021,11:35,77,74,68,5,240,m,2200,2700,m,10,982.8,M,1016.3,m,NC,NC
6/7/2021,11:55,77,74,68,5,240,m,2100,2800,3400,10,982.8,M,1016.3,m,NC,NC
6/7/2021,12:15,77,74,68,6,240,m,2100,2800,3400,10,982.8,M,1016.3,m,NC,NC
6/7/2021,12:35,78,72,68,5,220,m,1900,2800,3400,10,982.8,M,1016.3,m,NC,NC
6/7/2021,12:55,78,70,68,9,180,16,2300,3100,3800,10,982.5,M,1015.9,m,NC,NC
6/7/2021,13:15,78,70,68,5,200,m,2300,3700,4400,10,982.5,M,1015.9,m,NC,NC
6/7/2021,13:35,79,70,68,3,210,m,2300,3100,3700,10,982.5,M,1015.9,m,NC,NC
6/7/2021,13:55,79,67,67,6,230,m,2600,3400,4600,10,982.2,M,1015.6,m,NC,NC
6/7/2021,14:15,79,74,68,10,180,17,2800,3800,6500,10,982.2,M,1015.6,m,NC,NC
6/7/2021,14:35,78,74,69,8,170,m,2600,4200,6000,10,982.2,M,1015.6,m,NC,NC
6/7/2021,14:55,76,83,68,0,0,0,3700,4800,7000,7,982.2,M,1015.6,m,NC,NC
6/7/2021,15:15,76,81,70,0,0,m,3400,4700,7000,10,981.9,M,1015.2,m,NC,NC
6/7/2021,15:35,78,74,69,0,0,m,3200,5000,7000,10,981.9,M,1015.2,m,NC,NC
6/7/2021,15:55,79,70,69,6,170,m,2500,12000,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,16:15,79,74,68,5,170,m,2500,3600,7500,10,981.9,M,1015.2,m,NC,NC
6/7/2021,16:35,79,74,69,6,150,m,3600,7500,8000,10,981.5,M,1014.9,m,NC,NC
6/7/2021,16:55,79,72,69,6,140,m,7500,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,17:15,79,74,68,5,150,m,2800,3600,7500,10,981.5,M,1014.9,m,NC,NC
6/7/2021,17:35,78,74,69,5,140,m,3000,7500,12000,10,981.2,M,1014.6,m,NC,NC
6/7/2021,17:55,78,72,68,6,250,m,3200,4100,8000,10,981.2,M,1014.6,m,NC,NC
6/7/2021,18:15,75,78,69,7,270,m,3200,3800,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,18:35,74,89,69,5,310,m,2600,3200,6000,10,981.5,M,1014.9,m,NC,NC
6/7/2021,18:55,73,89,69,9,30,m,2400,5500,10000,10,981.5,M,1014.9,m,NC,NC
6/7/2021,19:15,73,89,69,3,40,m,4500,6000,10000,10,981.5,M,1014.9,m,NC,NC
6/7/2021,19:35,73,89,69,0,0,m,5000,6000,10000,10,981.5,M,1014.9,m,NC,NC
6/7/2021,19:55,74,89,69,8,80,m,9000,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,20:15,74,89,69,0,0,0,11000,m,m,10,981.5,M,1014.9,m,NC,NC
6/7/2021,20:35,73,89,69,0,0,m,11000,m,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,20:55,73,94,69,5,210,m,10000,12000,m,10,981.9,M,1015.2,m,NC,NC
6/7/2021,21:15,72,94,69,0,0,0,7000,11000,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,21:35,71,94,69,0,0,m,7000,10000,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,21:55,71,100,70,9,90,m,7000,10000,m,10,982.2,M,1015.6,m,NC,NC
6/7/2021,22:15,70,94,69,0,0,0,7000,m,m,10,982.5,M,1015.9,m,NC,NC
6/7/2021,22:35,71,100,70,0,0,m,6000,m,m,10,982.5,M,1015.9,m,NC,NC
6/7/2021,22:55,70,100,69,9,190,m,5000,6000,m,10,982.5,M,1015.9,m,NC,NC
6/7/2021,23:15,70,100,69,7,190,m,4000,4800,6000,10,982.8,M,1016.3,m,NC,NC
6/7/2021,23:35,70,94,69,0,0,0,4500,m,m,10,982.8,M,1016.3,m,NC,NC
6/7/2021,23:55,69,94,68,0,0,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,0:15,69,94,68,6,160,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,0:35,69,94,68,0,0,0,9500,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,0:55,69,94,68,0,0,m,9500,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,1:15,67,100,67,0,0,0,7000,8500,m,5,982.8,M,1016.3,m,NC,NC
6/8/2021,1:35,68,100,67,0,0,m,4000,7000,9500,5,982.8,M,1016.3,m,NC,NC
6/8/2021,1:55,67,100,67,6,120,m,4000,7000,10000,5,982.8,M,1016.3,m,NC,NC
6/8/2021,2:15,68,100,68,5,120,m,4500,10000,m,7,982.8,M,1016.3,m,NC,NC
6/8/2021,2:35,68,100,67,6,110,m,11000,m,m,7,982.8,M,1016.3,m,NC,NC
6/8/2021,2:55,67,100,67,6,120,m,11000,m,m,5,982.8,M,1016.3,m,NC,NC
6/8/2021,3:15,67,100,67,5,120,m,11000,m,m,7,982.8,M,1016.3,m,NC,NC
6/8/2021,3:35,67,100,67,8,110,m,M,m,m,5,982.8,M,1016.3,m,NC,NC
6/8/2021,3:55,67,100,67,7,110,m,8000,m,m,5,982.8,M,1016.3,m,NC,NC
6/8/2021,4:15,68,100,67,0,0,m,8000,m,m,7,983.2,M,1016.6,m,NC,NC
6/8/2021,4:35,68,100,67,7,110,m,8000,m,m,7,983.2,M,1016.6,m,NC,NC
6/8/2021,4:55,67,100,67,0,0,0,5500,8000,m,5,983.2,M,1016.6,m,NC,NC
6/8/2021,5:15,68,100,67,0,0,m,5000,m,m,5,983.5,M,1016.9,m,NC,NC
6/8/2021,5:35,67,100,67,6,100,m,M,m,m,4,983.5,M,1016.9,m,NC,NC
6/8/2021,5:55,68,94,68,3,120,m,M,m,m,4,983.8,M,1017.3,m,NC,NC
6/8/2021,6:15,69,94,68,3,130,m,M,m,m,7,983.8,M,1017.3,m,NC,NC
6/8/2021,6:35,70,91,68,0,0,m,3900,m,m,10,984.2,M,1017.6,m,NC,NC
6/8/2021,6:55,72,83,69,5,240,m,M,m,m,10,984.2,M,1017.6,m,NC,NC
6/8/2021,7:15,73,94,69,3,240,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,7:35,72,89,69,3,220,m,3700,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,7:55,74,83,69,3,240,m,3700,12000,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,8:15,75,83,70,3,230,m,5500,12000,m,10,984.8,M,1018.3,m,NC,NC
6/8/2021,8:35,75,83,70,3,250,m,1200,5500,m,10,984.8,M,1018.3,m,NC,NC
6/8/2021,8:55,75,83,70,6,270,m,1200,5500,m,10,984.8,M,1018.3,m,NC,NC
6/8/2021,9:15,79,79,70,6,260,m,1400,6500,m,10,984.8,M,1018.3,m,NC,NC
6/8/2021,9:35,77,70,70,6,310,m,1600,2200,6500,10,984.8,M,1018.3,m,NC,NC
6/8/2021,9:55,79,74,68,0,0,m,2000,2900,7500,10,984.8,M,1018.3,m,NC,NC
6/8/2021,10:15,77,73,68,8,280,m,2000,3000,8000,10,984.8,M,1018.3,m,NC,NC
6/8/2021,10:35,80,66,69,0,0,0,2000,3000,3700,10,984.8,M,1018.3,m,NC,NC
6/8/2021,10:55,81,62,68,0,0,m,2200,3000,7000,10,984.8,M,1018.3,m,NC,83
6/8/2021,11:15,82,66,68,3,250,m,2400,7000,8000,10,984.5,M,1017.9,m,NC,86
6/8/2021,11:35,80,66,67,3,240,m,2800,3400,8000,10,984.5,M,1017.9,m,NC,NC
6/8/2021,11:55,83,66,69,5,320,m,3100,3600,4500,10,984.5,M,1017.9,m,NC,87
6/8/2021,12:15,80,62,68,0,0,m,2900,4300,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,12:35,82,66,67,3,220,m,2900,5000,8000,10,984.5,M,1017.9,m,NC,86
6/8/2021,12:55,81,66,68,0,0,m,8000,m,m,10,984.2,M,1017.6,m,NC,84
6/8/2021,13:15,81,70,68,3,230,m,8000,m,m,10,984.2,M,1017.6,m,NC,85
6/8/2021,13:35,79,70,68,3,220,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
6/8/2021,13:55,79,74,69,3,230,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
6/8/2021,14:15,79,70,69,7,180,m,M,m,m,10,984.2,M,1017.6,m,NC,NC
6/8/2021,14:35,80,66,70,6,190,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
6/8/2021,14:55,82,70,69,8,170,m,M,m,m,10,983.5,M,1016.9,m,NC,86
6/8/2021,15:15,81,67,69,7,190,m,M,m,m,10,983.5,M,1016.9,m,NC,84
6/8/2021,15:35,83,64,70,6,200,m,M,m,m,10,983.2,M,1016.6,m,NC,87
6/8/2021,15:55,80,74,69,0,0,m,9500,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,16:15,79,70,69,5,190,m,9500,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,16:35,80,70,70,7,190,m,9500,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,16:55,80,65,67,6,220,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,17:15,80,62,66,5,220,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,17:35,80,62,66,3,230,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,17:55,80,65,65,6,220,m,M,m,m,10,982.5,M,1015.9,m,NC,NC
6/8/2021,18:15,79,65,66,0,0,0,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,18:35,79,65,66,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,18:55,78,69,66,0,0,0,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,19:15,78,66,66,0,0,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/8/2021,19:35,76,78,67,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,19:55,74,78,67,0,0,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,20:15,74,83,67,5,160,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,20:35,74,83,68,7,170,m,3600,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,20:55,74,83,68,5,170,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/8/2021,21:15,73,88,68,0,0,0,M,m,m,10,983.8,M,1017.3,m,NC,NC
6/8/2021,21:35,72,94,68,0,0,m,M,m,m,10,984.2,M,1017.6,m,NC,NC
6/8/2021,21:55,71,88,68,7,190,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,22:15,72,88,68,0,0,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,22:35,69,94,67,6,200,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,22:55,70,88,68,3,10,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,23:15,71,94,68,0,0,0,4700,m,m,10,984.8,M,1018.3,m,NC,NC
6/8/2021,23:35,69,100,67,0,0,0,4700,m,m,10,984.5,M,1017.9,m,NC,NC
6/8/2021,23:55,68,94,67,0,0,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/9/2021,0:15,69,100,68,10,180,m,8000,m,m,10,984.5,M,1017.9,m,NC,NC
6/9/2021,0:35,68,98,67,3,170,m,8000,m,m,7,984.5,M,1017.9,m,NC,NC
6/9/2021,0:55,68,94,67,3,150,m,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,1:15,69,100,68,0,0,0,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,1:35,68,94,67,0,0,0,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,1:55,68,100,67,0,0,0,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,2:15,68,94,67,0,0,0,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,2:35,68,94,67,0,0,0,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,2:55,67,100,66,0,0,m,M,m,m,5,984.5,M,1017.9,m,NC,NC
6/9/2021,3:15,66,99,66,6,90,m,700,m,m,1,984.2,M,1017.6,m,NC,NC
6/9/2021,3:35,65,100,65,6,100,m,M,m,m,2,984.2,M,1017.6,m,NC,NC
6/9/2021,3:55,66,100,65,8,110,m,5500,m,m,2,984.2,M,1017.6,m,NC,NC
6/9/2021,4:15,66,100,66,0,0,m,300,5500,m,1,984.2,M,1017.6,m,NC,NC
6/9/2021,4:35,66,99,66,5,90,m,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/9/2021,4:55,64,100,64,7,100,m,M,m,m,4,984.5,M,1017.9,m,NC,NC
6/9/2021,5:15,65,100,64,0,0,m,M,m,m,3,984.5,M,1017.9,m,NC,NC
6/9/2021,5:35,64,100,64,7,110,m,M,m,m,2,984.5,M,1017.9,m,NC,NC
6/9/2021,5:55,65,100,65,3,120,m,M,m,m,3,984.5,M,1017.9,m,NC,NC
6/9/2021,6:15,67,94,67,6,110,m,M,m,m,4,984.5,M,1017.9,m,NC,NC
6/9/2021,6:35,67,98,67,7,110,m,4600,5000,m,5,984.8,M,1018.3,m,NC,NC
6/9/2021,6:55,70,95,69,0,0,m,4600,5000,m,7,984.8,M,1018.3,m,NC,NC
6/9/2021,7:15,73,89,70,5,160,m,4600,5000,m,10,984.8,M,1018.3,m,NC,NC
6/9/2021,7:35,74,83,70,7,180,m,M,m,m,10,984.8,M,1018.3,m,NC,NC
6/9/2021,7:55,75,83,70,9,180,m,M,m,m,10,984.8,M,1018.3,m,NC,NC
6/9/2021,8:15,77,74,71,0,0,m,M,m,m,10,985.2,M,1018.6,m,NC,NC
6/9/2021,8:35,78,74,70,3,180,m,M,m,m,10,985.2,M,1018.6,m,NC,NC
6/9/2021,8:55,79,74,70,0,0,0,M,m,m,10,985.5,M,1019,m,NC,NC
6/9/2021,9:15,79,70,70,0,0,0,2700,3300,m,10,985.5,M,1019,m,NC,NC
6/9/2021,9:35,81,66,69,0,0,m,2700,3300,m,10,985.5,M,1019,m,NC,84
6/9/2021,9:55,82,66,69,3,120,m,2700,3300,5500,10,985.5,M,1019,m,NC,86
6/9/2021,10:15,82,65,69,0,0,m,2900,3900,5000,10,985.8,M,1019.3,m,NC,85
6/9/2021,10:35,83,58,67,0,0,m,3400,4000,m,10,985.8,M,1019.3,m,NC,85
6/9/2021,10:55,84,58,68,3,150,m,3400,m,m,10,985.8,M,1019.3,m,NC,87
6/9/2021,11:15,84,55,68,5,60,m,3400,4900,m,10,985.8,M,1019.3,m,NC,86
6/9/2021,11:35,85,55,68,3,140,m,3400,m,m,10,985.5,M,1019,m,NC,88
6/9/2021,11:55,85,55,68,7,160,m,3800,4300,m,10,985.2,M,1018.6,m,NC,88
6/9/2021,12:15,85,52,68,5,130,m,3800,4300,5000,10,985.2,M,1018.6,m,NC,87
6/9/2021,12:35,85,52,66,0,0,m,M,m,m,10,984.8,M,1018.3,m,NC,87
6/9/2021,12:55,86,52,66,3,130,m,4300,5500,m,10,984.5,M,1017.9,m,NC,88
6/9/2021,13:15,86,52,67,6,140,m,4300,5500,m,10,984.5,M,1017.9,m,NC,88
6/9/2021,13:35,87,52,67,7,140,m,4600,m,m,10,984.2,M,1017.6,m,NC,90
6/9/2021,13:55,86,51,66,0,0,m,4600,6500,8000,10,984.2,M,1017.6,m,NC,88
6/9/2021,14:15,89,49,67,5,110,m,6500,8500,11000,10,983.8,M,1017.3,m,NC,92
6/9/2021,14:35,88,49,66,7,140,m,4900,8500,11000,10,983.8,M,1017.3,m,NC,91
6/9/2021,14:55,87,52,67,8,60,m,4900,6500,m,10,983.5,M,1016.9,m,NC,90
6/9/2021,15:15,87,49,66,5,150,m,4900,6500,m,10,983.2,M,1016.6,m,NC,89
6/9/2021,15:35,87,49,67,7,150,16,4900,6500,m,10,982.8,M,1016.3,m,NC,89
6/9/2021,15:55,88,49,66,3,60,m,M,m,m,10,982.8,M,1016.3,m,NC,91
6/9/2021,16:15,88,52,67,7,140,m,5000,6000,8000,10,982.8,M,1016.3,m,NC,92
6/9/2021,16:35,87,51,67,8,110,m,5000,6000,7500,10,982.5,M,1015.9,m,NC,90
6/9/2021,16:55,88,51,67,9,150,m,5000,7500,8500,10,982.5,M,1015.9,m,NC,91
6/9/2021,17:15,86,52,67,6,140,m,5000,m,m,10,982.5,M,1015.9,m,NC,88
6/9/2021,17:35,87,51,66,9,150,m,M,m,m,10,982.5,M,1015.9,m,NC,90
6/9/2021,17:55,87,52,67,13,140,25,4900,6000,11000,10,982.5,M,1015.9,m,NC,90
6/9/2021,18:15,81,70,69,6,140,m,4700,6000,7500,10,982.8,M,1016.3,m,NC,85
6/9/2021,18:35,80,73,69,3,150,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/9/2021,18:55,79,79,69,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,19:15,77,79,70,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,19:35,77,70,70,0,0,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,19:55,78,79,68,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,20:15,76,83,70,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,20:35,75,89,70,0,0,0,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,20:55,74,89,70,0,0,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
6/9/2021,21:15,73,89,69,3,50,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
6/9/2021,21:35,73,94,69,0,0,0,3700,m,m,10,983.8,M,1017.3,m,NC,NC
6/9/2021,21:55,72,94,69,0,0,0,3700,m,m,10,984.2,M,1017.6,m,NC,NC
6/9/2021,22:15,72,94,70,0,0,0,3800,m,m,10,984.5,M,1017.9,m,NC,NC
6/9/2021,22:35,72,94,70,0,0,m,3400,3900,5000,10,984.5,M,1017.9,m,NC,NC
6/9/2021,22:55,71,83,70,10,90,m,3100,4100,5000,10,984.2,M,1017.6,m,NC,NC
6/9/2021,23:15,73,88,68,9,100,m,3100,m,m,10,984.5,M,1017.9,m,NC,NC
6/9/2021,23:35,71,94,67,8,100,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/9/2021,23:55,69,94,67,9,90,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/10/2021,0:15,69,88,66,5,80,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/10/2021,0:35,70,92,67,3,70,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/10/2021,0:55,69,94,66,0,0,0,M,m,m,10,984.2,M,1017.6,m,NC,NC
6/10/2021,1:15,68,94,66,0,0,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/10/2021,1:35,68,94,67,8,20,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
6/10/2021,1:55,68,94,67,3,160,m,M,m,m,7,984.2,M,1017.6,m,NC,NC
6/10/2021,2:15,67,100,66,5,170,m,M,m,m,5,983.8,M,1017.3,m,NC,NC
6/10/2021,2:35,67,94,66,0,0,0,M,m,m,7,983.8,M,1017.3,m,NC,NC
6/10/2021,2:55,65,94,65,0,0,0,M,m,m,5,983.8,M,1017.3,m,NC,NC
6/10/2021,3:15,65,100,65,0,0,0,M,m,m,4,983.8,M,1017.3,m,NC,NC
6/10/2021,3:35,66,100,66,0,0,0,M,m,m,3,983.5,M,1016.9,m,NC,NC
6/10/2021,3:55,65,100,65,0,0,m,M,m,m,2,983.5,M,1016.9,m,NC,NC
6/10/2021,4:15,65,100,65,3,170,m,700,m,m,1,983.2,M,1016.6,m,NC,NC
6/10/2021,4:35,66,94,65,5,200,m,M,m,m,2,982.8,M,1016.3,m,NC,NC
6/10/2021,4:55,65,100,65,3,300,m,M,m,m,2,983.2,M,1016.6,m,NC,NC
6/10/2021,5:15,65,100,65,3,240,m,M,m,m,2,982.8,M,1016.3,m,NC,NC
6/10/2021,5:35,65,100,65,5,310,m,700,m,m,1,983.2,M,1016.6,m,NC,NC
6/10/2021,5:55,66,99,66,5,200,m,700,m,m,2,982.8,M,1016.3,m,NC,NC
6/10/2021,6:15,67,96,67,6,160,m,M,m,m,5,982.8,M,1016.3,m,NC,NC
6/10/2021,6:35,69,91,67,7,160,m,M,m,m,5,982.5,M,1015.9,m,NC,NC
6/10/2021,6:55,71,88,68,3,110,m,M,m,m,7,982.8,M,1016.3,m,NC,NC
6/10/2021,7:15,72,83,68,5,90,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,7:35,74,78,68,10,120,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,7:55,74,83,68,9,150,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,8:15,76,79,69,7,140,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,8:35,77,70,69,8,170,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,8:55,78,70,69,9,120,16,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,9:15,79,70,69,7,150,m,M,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,9:35,80,66,68,8,100,m,2800,m,m,10,982.8,M,1016.3,m,NC,NC
6/10/2021,9:55,81,62,68,6,150,17,2800,m,m,10,982.8,M,1016.3,m,NC,83
6/10/2021,10:15,82,62,67,10,120,18,2800,4300,m,10,982.8,M,1016.3,m,NC,85
6/10/2021,10:35,82,66,68,5,170,m,3200,m,m,10,982.8,M,1016.3,m,NC,86
6/10/2021,10:55,81,58,67,5,160,18,3400,4000,6000,10,982.8,M,1016.3,m,NC,83
6/10/2021,11:15,82,60,67,9,140,m,3400,4200,6000,10,982.8,M,1016.3,m,NC,84
6/10/2021,11:35,83,62,67,10,130,17,3600,4400,6500,10,982.5,M,1015.9,m,NC,86
